user_id,screen_name,log_time
user_1238,B,2024-01-01 00:02:00
user_1239,A,2024-01-01 00:00:00
user_1240,A,2024-01-01 00:00:00
user_1240,B,2024-01-01 00:03:00
user_1241,A,2024-01-01 00:00:00
user_1241,B,2024-01-01 00:01:00
user_1242,A,2024-01-01 00:00:00
user_1242,B,2024-01-01 00:03:00
user_1242,C,2024-01-01 00:05:00
user_1242,D,2024-01-01 00:07:00
user_1242,E,2024-01-01 00:10:00
user_1242,F,2024-01-01 00:12:00
user_1243,A,2024-01-01 00:00:00
user_1244,A,2024-01-01 00:00:00
user_1245,A,2024-01-01 00:00:00
user_1245,B,2024-01-01 00:01:00
user_1246,A,2024-01-01 00:00:00
user_1246,B,2024-01-01 00:03:00
user_1247,A,2024-01-01 00:00:00
user_1247,B,2024-01-01 00:02:00
user_1247,C,2024-01-01 00:05:00
user_1247,D,2024-01-01 00:08:00
user_1247,E,2024-01-01 00:10:00
user_1247,F,2024-01-01 00:12:00
user_1248,A,2024-01-01 00:00:00
user_1248,B,2024-01-01 00:03:00
user_1249,A,2024-01-01 00:00:00
user_1249,B,2024-01-01 00:03:00
user_1250,A,2024-01-01 00:00:00
user_1250,B,2024-01-01 00:01:00
user_1251,A,2024-01-01 00:00:00
user_1251,B,2024-01-01 00:03:00
user_1252,A,2024-01-01 00:00:00
user_1252,B,2024-01-01 00:03:00
user_1253,A,2024-01-01 00:00:00
user_1254,A,2024-01-01 00:00:00
user_1254,B,2024-01-01 00:01:00
user_1254,C,2024-01-01 00:03:00
user_1254,D,2024-01-01 00:06:00
user_1254,E,2024-01-01 00:08:00
user_1254,F,2024-01-01 00:09:00
user_1255,A,2024-01-01 00:00:00
user_1255,B,2024-01-01 00:03:00
user_1256,A,2024-01-01 00:00:00
user_1256,B,2024-01-01 00:01:00
user_1256,C,2024-01-01 00:03:00
user_1256,D,2024-01-01 00:06:00
user_1256,E,2024-01-01 00:08:00
user_1256,F,2024-01-01 00:11:00
user_1257,A,2024-01-01 00:00:00
user_1257,B,2024-01-01 00:02:00
user_1258,A,2024-01-01 00:00:00
user_1258,B,2024-01-01 00:03:00
user_1259,A,2024-01-01 00:00:00
user_1259,B,2024-01-01 00:02:00
user_1260,A,2024-01-01 00:00:00
user_1260,B,2024-01-01 00:02:00
user_1261,A,2024-01-01 00:00:00
user_1261,B,2024-01-01 00:02:00
user_1262,A,2024-01-01 00:00:00
user_1262,B,2024-01-01 00:02:00
user_1263,A,2024-01-01 00:00:00
user_1263,B,2024-01-01 00:01:00
user_1263,C,2024-01-01 00:03:00
user_1263,D,2024-01-01 00:06:00
user_1264,A,2024-01-01 00:00:00
user_1264,B,2024-01-01 00:03:00
user_1264,C,2024-01-01 00:06:00
user_1264,D,2024-01-01 00:09:00
user_1264,E,2024-01-01 00:12:00
user_1264,F,2024-01-01 00:14:00
user_1265,A,2024-01-01 00:00:00
user_1265,B,2024-01-01 00:03:00
user_1266,A,2024-01-01 00:00:00
user_1266,B,2024-01-01 00:01:00
user_1267,A,2024-01-01 00:00:00
user_1268,A,2024-01-01 00:00:00
user_1268,B,2024-01-01 00:03:00
user_1269,A,2024-01-01 00:00:00
user_1269,B,2024-01-01 00:01:00
user_1270,A,2024-01-01 00:00:00
user_1270,B,2024-01-01 00:02:00
user_1271,A,2024-01-01 00:00:00
user_1271,B,2024-01-01 00:01:00
user_1272,A,2024-01-01 00:00:00
user_1272,B,2024-01-01 00:03:00
user_1273,A,2024-01-01 00:00:00
user_1273,B,2024-01-01 00:03:00
user_1274,A,2024-01-01 00:00:00
user_1274,B,2024-01-01 00:01:00
user_1275,A,2024-01-01 00:00:00
user_1276,A,2024-01-01 00:00:00
user_1276,B,2024-01-01 00:01:00
user_1277,A,2024-01-01 00:00:00
user_1277,B,2024-01-01 00:03:00
user_1278,A,2024-01-01 00:00:00
user_1278,B,2024-01-01 00:03:00
user_1278,C,2024-01-01 00:06:00
user_1278,D,2024-01-01 00:07:00
user_1278,E,2024-01-01 00:09:00
user_1278,F,2024-01-01 00:11:00
user_1279,A,2024-01-01 00:00:00
user_1279,B,2024-01-01 00:03:00
user_1280,A,2024-01-01 00:00:00
user_1280,B,2024-01-01 00:02:00
user_1280,C,2024-01-01 00:05:00
user_1280,D,2024-01-01 00:06:00
user_1280,E,2024-01-01 00:07:00
user_1281,A,2024-01-01 00:00:00
user_1281,B,2024-01-01 00:02:00
user_1282,A,2024-01-01 00:00:00
user_1282,B,2024-01-01 00:03:00
user_1283,A,2024-01-01 00:00:00
user_1284,A,2024-01-01 00:00:00
user_1285,A,2024-01-01 00:00:00
user_1285,B,2024-01-01 00:01:00
user_1286,A,2024-01-01 00:00:00
user_1286,B,2024-01-01 00:01:00
user_1286,C,2024-01-01 00:02:00
user_1286,D,2024-01-01 00:04:00
user_1286,E,2024-01-01 00:06:00
user_1286,F,2024-01-01 00:07:00
user_1287,A,2024-01-01 00:00:00
user_1287,B,2024-01-01 00:02:00
user_1288,A,2024-01-01 00:00:00
user_1289,A,2024-01-01 00:00:00
user_1289,B,2024-01-01 00:01:00
user_1289,C,2024-01-01 00:03:00
user_1289,D,2024-01-01 00:06:00
user_1289,E,2024-01-01 00:09:00
user_1289,F,2024-01-01 00:12:00
user_1290,A,2024-01-01 00:00:00
user_1290,B,2024-01-01 00:01:00
user_1290,C,2024-01-01 00:02:00
user_1290,D,2024-01-01 00:05:00
user_1291,A,2024-01-01 00:00:00
user_1291,B,2024-01-01 00:03:00
user_1292,A,2024-01-01 00:00:00
user_1292,B,2024-01-01 00:01:00
user_1292,C,2024-01-01 00:03:00
user_1292,D,2024-01-01 00:05:00
user_1292,E,2024-01-01 00:06:00
user_1292,F,2024-01-01 00:09:00
user_1293,A,2024-01-01 00:00:00
user_1293,B,2024-01-01 00:01:00
user_1293,C,2024-01-01 00:02:00
user_1293,D,2024-01-01 00:05:00
user_1294,A,2024-01-01 00:00:00
user_1294,B,2024-01-01 00:02:00
user_1295,A,2024-01-01 00:00:00
user_1295,B,2024-01-01 00:01:00
user_1296,A,2024-01-01 00:00:00
user_1296,B,2024-01-01 00:02:00
user_1296,C,2024-01-01 00:04:00
user_1296,D,2024-01-01 00:07:00
user_1296,E,2024-01-01 00:10:00
user_1296,F,2024-01-01 00:13:00
user_1297,A,2024-01-01 00:00:00
user_1297,B,2024-01-01 00:02:00
user_1297,C,2024-01-01 00:04:00
user_1297,D,2024-01-01 00:07:00
user_1297,E,2024-01-01 00:09:00
user_1297,F,2024-01-01 00:12:00
user_1298,A,2024-01-01 00:00:00
user_1298,B,2024-01-01 00:02:00
user_1298,C,2024-01-01 00:05:00
user_1298,D,2024-01-01 00:07:00
user_1298,E,2024-01-01 00:10:00
user_1299,A,2024-01-01 00:00:00
user_1300,A,2024-01-01 00:00:00
user_1301,A,2024-01-01 00:00:00
user_1302,A,2024-01-01 00:00:00
user_1302,B,2024-01-01 00:03:00
user_1303,A,2024-01-01 00:00:00
user_1303,B,2024-01-01 00:03:00
user_1304,A,2024-01-01 00:00:00
user_1304,B,2024-01-01 00:03:00
user_1305,A,2024-01-01 00:00:00
user_1305,B,2024-01-01 00:01:00
user_1306,A,2024-01-01 00:00:00
user_1306,B,2024-01-01 00:01:00
user_1306,C,2024-01-01 00:04:00
user_1306,D,2024-01-01 00:07:00
user_1306,E,2024-01-01 00:09:00
user_1306,F,2024-01-01 00:12:00
user_1307,A,2024-01-01 00:00:00
user_1307,B,2024-01-01 00:01:00
user_1308,A,2024-01-01 00:00:00
user_1308,B,2024-01-01 00:01:00
user_1309,A,2024-01-01 00:00:00
user_1309,B,2024-01-01 00:01:00
user_1310,A,2024-01-01 00:00:00
user_1310,B,2024-01-01 00:02:00
user_1311,A,2024-01-01 00:00:00
user_1311,B,2024-01-01 00:01:00
user_1311,C,2024-01-01 00:03:00
user_1311,D,2024-01-01 00:05:00
user_1312,A,2024-01-01 00:00:00
user_1312,B,2024-01-01 00:02:00
user_1312,C,2024-01-01 00:04:00
user_1312,D,2024-01-01 00:07:00
user_1312,E,2024-01-01 00:10:00
user_1312,F,2024-01-01 00:13:00
user_1313,A,2024-01-01 00:00:00
user_1313,B,2024-01-01 00:01:00
user_1314,A,2024-01-01 00:00:00
user_1314,B,2024-01-01 00:03:00
user_1315,A,2024-01-01 00:00:00
user_1315,B,2024-01-01 00:01:00
user_1316,A,2024-01-01 00:00:00
user_1316,B,2024-01-01 00:02:00
user_1317,A,2024-01-01 00:00:00
user_1317,B,2024-01-01 00:03:00
user_1318,A,2024-01-01 00:00:00
user_1318,B,2024-01-01 00:02:00
user_1319,A,2024-01-01 00:00:00
user_1319,B,2024-01-01 00:03:00
user_1319,C,2024-01-01 00:06:00
user_1319,D,2024-01-01 00:07:00
user_1319,E,2024-01-01 00:09:00
user_1319,F,2024-01-01 00:11:00
user_1320,A,2024-01-01 00:00:00
user_1320,B,2024-01-01 00:03:00
user_1320,C,2024-01-01 00:05:00
user_1320,D,2024-01-01 00:06:00
user_1320,E,2024-01-01 00:07:00
user_1321,A,2024-01-01 00:00:00
user_1321,B,2024-01-01 00:03:00
user_1322,A,2024-01-01 00:00:00
user_1322,B,2024-01-01 00:02:00
user_1323,A,2024-01-01 00:00:00
user_1323,B,2024-01-01 00:03:00
user_1324,A,2024-01-01 00:00:00
user_1324,B,2024-01-01 00:01:00
user_1325,A,2024-01-01 00:00:00
user_1325,B,2024-01-01 00:02:00
user_1326,A,2024-01-01 00:00:00
user_1326,B,2024-01-01 00:01:00
user_1327,A,2024-01-01 00:00:00
user_1327,B,2024-01-01 00:03:00
user_1327,C,2024-01-01 00:05:00
user_1327,D,2024-01-01 00:07:00
user_1327,E,2024-01-01 00:10:00
user_1328,A,2024-01-01 00:00:00
user_1328,B,2024-01-01 00:01:00
user_1329,A,2024-01-01 00:00:00
user_1329,B,2024-01-01 00:01:00
user_1330,A,2024-01-01 00:00:00
user_1330,B,2024-01-01 00:03:00
user_1331,A,2024-01-01 00:00:00
user_1332,A,2024-01-01 00:00:00
user_1332,B,2024-01-01 00:01:00
user_1333,A,2024-01-01 00:00:00
user_1333,B,2024-01-01 00:03:00
user_1333,C,2024-01-01 00:06:00
user_1334,A,2024-01-01 00:00:00
user_1334,B,2024-01-01 00:01:00
user_1334,C,2024-01-01 00:02:00
user_1334,D,2024-01-01 00:05:00
user_1334,E,2024-01-01 00:08:00
user_1334,F,2024-01-01 00:10:00
user_1335,A,2024-01-01 00:00:00
user_1335,B,2024-01-01 00:03:00
user_1336,A,2024-01-01 00:00:00
user_1336,B,2024-01-01 00:03:00
user_1337,A,2024-01-01 00:00:00
user_1337,B,2024-01-01 00:02:00
user_1337,C,2024-01-01 00:03:00
user_1337,D,2024-01-01 00:04:00
user_1337,E,2024-01-01 00:07:00
user_1338,A,2024-01-01 00:00:00
user_1338,B,2024-01-01 00:02:00
user_1339,A,2024-01-01 00:00:00
user_1339,B,2024-01-01 00:01:00
user_1339,C,2024-01-01 00:04:00
user_1339,D,2024-01-01 00:07:00
user_1339,E,2024-01-01 00:10:00
user_1340,A,2024-01-01 00:00:00
user_1340,B,2024-01-01 00:01:00
user_1341,A,2024-01-01 00:00:00
user_1341,B,2024-01-01 00:01:00
user_1342,A,2024-01-01 00:00:00
user_1342,B,2024-01-01 00:02:00
user_1343,A,2024-01-01 00:00:00
user_1343,B,2024-01-01 00:01:00
user_1344,A,2024-01-01 00:00:00
user_1344,B,2024-01-01 00:03:00
user_1344,C,2024-01-01 00:05:00
user_1344,D,2024-01-01 00:08:00
user_1345,A,2024-01-01 00:00:00
user_1345,B,2024-01-01 00:02:00
user_1345,C,2024-01-01 00:04:00
user_1345,D,2024-01-01 00:06:00
user_1346,A,2024-01-01 00:00:00
user_1347,A,2024-01-01 00:00:00
user_1347,B,2024-01-01 00:02:00
user_1348,A,2024-01-01 00:00:00
user_1348,B,2024-01-01 00:01:00
user_1349,A,2024-01-01 00:00:00
user_1349,B,2024-01-01 00:02:00
user_1349,C,2024-01-01 00:05:00
user_1349,D,2024-01-01 00:06:00
user_1349,E,2024-01-01 00:09:00
user_1350,A,2024-01-01 00:00:00
user_1350,B,2024-01-01 00:03:00
user_1351,A,2024-01-01 00:00:00
user_1351,B,2024-01-01 00:03:00
user_1352,A,2024-01-01 00:00:00
user_1352,B,2024-01-01 00:03:00
user_1353,A,2024-01-01 00:00:00
user_1353,B,2024-01-01 00:03:00
user_1354,A,2024-01-01 00:00:00
user_1354,B,2024-01-01 00:03:00
user_1355,A,2024-01-01 00:00:00
user_1355,B,2024-01-01 00:02:00
user_1356,A,2024-01-01 00:00:00
user_1356,B,2024-01-01 00:03:00
user_1356,C,2024-01-01 00:06:00
user_1356,D,2024-01-01 00:08:00
user_1357,A,2024-01-01 00:00:00
user_1357,B,2024-01-01 00:02:00
user_1358,A,2024-01-01 00:00:00
user_1359,A,2024-01-01 00:00:00
user_1359,B,2024-01-01 00:03:00
user_1359,C,2024-01-01 00:06:00
user_1359,D,2024-01-01 00:08:00
user_1359,E,2024-01-01 00:09:00
user_1359,F,2024-01-01 00:11:00
user_1360,A,2024-01-01 00:00:00
user_1361,A,2024-01-01 00:00:00
user_1361,B,2024-01-01 00:02:00
user_1362,A,2024-01-01 00:00:00
user_1362,B,2024-01-01 00:01:00
user_1362,C,2024-01-01 00:03:00
user_1362,D,2024-01-01 00:04:00
user_1362,E,2024-01-01 00:05:00
user_1362,F,2024-01-01 00:07:00
user_1363,A,2024-01-01 00:00:00
user_1364,A,2024-01-01 00:00:00
user_1364,B,2024-01-01 00:01:00
user_1365,A,2024-01-01 00:00:00
user_1366,A,2024-01-01 00:00:00
user_1366,B,2024-01-01 00:01:00
user_1367,A,2024-01-01 00:00:00
user_1368,A,2024-01-01 00:00:00
user_1369,A,2024-01-01 00:00:00
user_1370,A,2024-01-01 00:00:00
user_1370,B,2024-01-01 00:03:00
user_1371,A,2024-01-01 00:00:00
user_1371,B,2024-01-01 00:02:00
user_1372,A,2024-01-01 00:00:00
user_1372,B,2024-01-01 00:02:00
user_1373,A,2024-01-01 00:00:00
user_1374,A,2024-01-01 00:00:00
user_1374,B,2024-01-01 00:03:00
user_1374,C,2024-01-01 00:04:00
user_1374,D,2024-01-01 00:05:00
user_1374,E,2024-01-01 00:08:00
user_1375,A,2024-01-01 00:00:00
user_1376,A,2024-01-01 00:00:00
user_1376,B,2024-01-01 00:03:00
user_1377,A,2024-01-01 00:00:00
user_1377,B,2024-01-01 00:01:00
user_1378,A,2024-01-01 00:00:00
user_1379,A,2024-01-01 00:00:00
user_1379,B,2024-01-01 00:01:00
user_1380,A,2024-01-01 00:00:00
user_1380,B,2024-01-01 00:01:00
user_1381,A,2024-01-01 00:00:00
user_1381,B,2024-01-01 00:02:00
user_1381,C,2024-01-01 00:04:00
user_1381,D,2024-01-01 00:06:00
user_1381,E,2024-01-01 00:07:00
user_1381,F,2024-01-01 00:09:00
user_1382,A,2024-01-01 00:00:00
user_1382,B,2024-01-01 00:01:00
user_1383,A,2024-01-01 00:00:00
user_1383,B,2024-01-01 00:02:00
user_1384,A,2024-01-01 00:00:00
user_1384,B,2024-01-01 00:02:00
user_1384,C,2024-01-01 00:04:00
user_1384,D,2024-01-01 00:07:00
user_1385,A,2024-01-01 00:00:00
user_1385,B,2024-01-01 00:03:00
user_1386,A,2024-01-01 00:00:00
user_1386,B,2024-01-01 00:01:00
user_1387,A,2024-01-01 00:00:00
user_1387,B,2024-01-01 00:02:00
user_1387,C,2024-01-01 00:03:00
user_1387,D,2024-01-01 00:04:00
user_1387,E,2024-01-01 00:06:00
user_1387,F,2024-01-01 00:09:00
user_1388,A,2024-01-01 00:00:00
user_1388,B,2024-01-01 00:03:00
user_1388,C,2024-01-01 00:04:00
user_1389,A,2024-01-01 00:00:00
user_1389,B,2024-01-01 00:03:00
user_1389,C,2024-01-01 00:05:00
user_1389,D,2024-01-01 00:08:00
user_1389,E,2024-01-01 00:10:00
user_1389,F,2024-01-01 00:12:00
user_1390,A,2024-01-01 00:00:00
user_1391,A,2024-01-01 00:00:00
user_1392,A,2024-01-01 00:00:00
user_1392,B,2024-01-01 00:02:00
user_1392,C,2024-01-01 00:05:00
user_1392,D,2024-01-01 00:07:00
user_1392,E,2024-01-01 00:08:00
user_1392,F,2024-01-01 00:11:00
user_1393,A,2024-01-01 00:00:00
user_1393,B,2024-01-01 00:02:00
user_1394,A,2024-01-01 00:00:00
user_1394,B,2024-01-01 00:03:00
user_1394,C,2024-01-01 00:05:00
user_1395,A,2024-01-01 00:00:00
user_1395,B,2024-01-01 00:01:00
user_1396,A,2024-01-01 00:00:00
user_1396,B,2024-01-01 00:03:00
user_1397,A,2024-01-01 00:00:00
user_1397,B,2024-01-01 00:03:00
user_1398,A,2024-01-01 00:00:00
user_1398,B,2024-01-01 00:01:00
user_1399,A,2024-01-01 00:00:00
user_1399,B,2024-01-01 00:01:00
user_1400,A,2024-01-01 00:00:00
user_1401,A,2024-01-01 00:00:00
user_1401,B,2024-01-01 00:03:00
user_1402,A,2024-01-01 00:00:00
user_1403,A,2024-01-01 00:00:00
user_1404,A,2024-01-01 00:00:00
user_1404,B,2024-01-01 00:03:00
user_1405,A,2024-01-01 00:00:00
user_1405,B,2024-01-01 00:02:00
user_1406,A,2024-01-01 00:00:00
user_1406,B,2024-01-01 00:02:00
user_1407,A,2024-01-01 00:00:00
user_1407,B,2024-01-01 00:01:00
user_1407,C,2024-01-01 00:02:00
user_1407,D,2024-01-01 00:05:00
user_1407,E,2024-01-01 00:06:00
user_1407,F,2024-01-01 00:09:00
user_1408,A,2024-01-01 00:00:00
user_1408,B,2024-01-01 00:03:00
user_1408,C,2024-01-01 00:06:00
user_1408,D,2024-01-01 00:09:00
user_1408,E,2024-01-01 00:12:00
user_1408,F,2024-01-01 00:13:00
user_1409,A,2024-01-01 00:00:00
user_1409,B,2024-01-01 00:02:00
user_1410,A,2024-01-01 00:00:00
user_1410,B,2024-01-01 00:03:00
user_1411,A,2024-01-01 00:00:00
user_1411,B,2024-01-01 00:01:00
user_1412,A,2024-01-01 00:00:00
user_1412,B,2024-01-01 00:03:00
user_1413,A,2024-01-01 00:00:00
user_1413,B,2024-01-01 00:01:00
user_1414,A,2024-01-01 00:00:00
user_1415,A,2024-01-01 00:00:00
user_1415,B,2024-01-01 00:02:00
user_1416,A,2024-01-01 00:00:00
user_1417,A,2024-01-01 00:00:00
user_1417,B,2024-01-01 00:02:00
user_1418,A,2024-01-01 00:00:00
user_1418,B,2024-01-01 00:02:00
user_1419,A,2024-01-01 00:00:00
user_1419,B,2024-01-01 00:01:00
user_1420,A,2024-01-01 00:00:00
user_1421,A,2024-01-01 00:00:00
user_1421,B,2024-01-01 00:03:00
user_1422,A,2024-01-01 00:00:00
user_1422,B,2024-01-01 00:01:00
user_1423,A,2024-01-01 00:00:00
user_1423,B,2024-01-01 00:01:00
user_1423,C,2024-01-01 00:04:00
user_1423,D,2024-01-01 00:06:00
user_1423,E,2024-01-01 00:08:00
user_1424,A,2024-01-01 00:00:00
user_1424,B,2024-01-01 00:03:00
user_1425,A,2024-01-01 00:00:00
user_1425,B,2024-01-01 00:02:00
user_1426,A,2024-01-01 00:00:00
user_1426,B,2024-01-01 00:01:00
user_1427,A,2024-01-01 00:00:00
user_1427,B,2024-01-01 00:01:00
user_1427,C,2024-01-01 00:03:00
user_1427,D,2024-01-01 00:04:00
user_1427,E,2024-01-01 00:05:00
user_1427,F,2024-01-01 00:06:00
user_1428,A,2024-01-01 00:00:00
user_1428,B,2024-01-01 00:01:00
user_1429,A,2024-01-01 00:00:00
user_1429,B,2024-01-01 00:02:00
user_1430,A,2024-01-01 00:00:00
user_1430,B,2024-01-01 00:03:00
user_1430,C,2024-01-01 00:05:00
user_1430,D,2024-01-01 00:07:00
user_1430,E,2024-01-01 00:09:00
user_1431,A,2024-01-01 00:00:00
user_1431,B,2024-01-01 00:01:00
user_1432,A,2024-01-01 00:00:00
user_1432,B,2024-01-01 00:01:00
user_1432,C,2024-01-01 00:03:00
user_1432,D,2024-01-01 00:06:00
user_1433,A,2024-01-01 00:00:00
user_1433,B,2024-01-01 00:03:00
user_1434,A,2024-01-01 00:00:00
user_1434,B,2024-01-01 00:03:00
user_1435,A,2024-01-01 00:00:00
user_1436,A,2024-01-01 00:00:00
user_1436,B,2024-01-01 00:02:00
user_1436,C,2024-01-01 00:03:00
user_1436,D,2024-01-01 00:04:00
user_1436,E,2024-01-01 00:05:00
user_1437,A,2024-01-01 00:00:00
user_1437,B,2024-01-01 00:01:00
user_1438,A,2024-01-01 00:00:00
user_1438,B,2024-01-01 00:03:00
user_1439,A,2024-01-01 00:00:00
user_1440,A,2024-01-01 00:00:00
user_1440,B,2024-01-01 00:01:00
user_1441,A,2024-01-01 00:00:00
user_1441,B,2024-01-01 00:01:00
user_1442,A,2024-01-01 00:00:00
user_1442,B,2024-01-01 00:01:00
user_1443,A,2024-01-01 00:00:00
user_1443,B,2024-01-01 00:02:00
user_1444,A,2024-01-01 00:00:00
user_1444,B,2024-01-01 00:02:00
user_1445,A,2024-01-01 00:00:00
user_1445,B,2024-01-01 00:01:00
user_1445,C,2024-01-01 00:03:00
user_1445,D,2024-01-01 00:06:00
user_1445,E,2024-01-01 00:07:00
user_1445,F,2024-01-01 00:10:00
user_1446,A,2024-01-01 00:00:00
user_1446,B,2024-01-01 00:01:00
user_1447,A,2024-01-01 00:00:00
user_1447,B,2024-01-01 00:02:00
user_1447,C,2024-01-01 00:04:00
user_1447,D,2024-01-01 00:05:00
user_1447,E,2024-01-01 00:07:00
user_1447,F,2024-01-01 00:09:00
user_1448,A,2024-01-01 00:00:00
user_1448,B,2024-01-01 00:02:00
user_1448,C,2024-01-01 00:05:00
user_1448,D,2024-01-01 00:08:00
user_1448,E,2024-01-01 00:10:00
user_1448,F,2024-01-01 00:13:00
user_1449,A,2024-01-01 00:00:00
user_1450,A,2024-01-01 00:00:00
user_1450,B,2024-01-01 00:02:00
user_1451,A,2024-01-01 00:00:00
user_1451,B,2024-01-01 00:03:00
user_1452,A,2024-01-01 00:00:00
user_1452,B,2024-01-01 00:02:00
user_1453,A,2024-01-01 00:00:00
user_1453,B,2024-01-01 00:02:00
user_1454,A,2024-01-01 00:00:00
user_1455,A,2024-01-01 00:00:00
user_1455,B,2024-01-01 00:03:00
user_1455,C,2024-01-01 00:06:00
user_1455,D,2024-01-01 00:09:00
user_1456,A,2024-01-01 00:00:00
user_1456,B,2024-01-01 00:03:00
user_1457,A,2024-01-01 00:00:00
user_1457,B,2024-01-01 00:03:00
user_1457,C,2024-01-01 00:06:00
user_1457,D,2024-01-01 00:07:00
user_1457,E,2024-01-01 00:08:00
user_1457,F,2024-01-01 00:10:00
user_1458,A,2024-01-01 00:00:00
user_1458,B,2024-01-01 00:01:00
user_1459,A,2024-01-01 00:00:00
user_1459,B,2024-01-01 00:02:00
user_1460,A,2024-01-01 00:00:00
user_1460,B,2024-01-01 00:02:00
user_1460,C,2024-01-01 00:04:00
user_1461,A,2024-01-01 00:00:00
user_1461,B,2024-01-01 00:02:00
user_1462,A,2024-01-01 00:00:00
user_1463,A,2024-01-01 00:00:00
user_1463,B,2024-01-01 00:03:00
user_1464,A,2024-01-01 00:00:00
user_1464,B,2024-01-01 00:03:00
user_1465,A,2024-01-01 00:00:00
user_1465,B,2024-01-01 00:02:00
user_1466,A,2024-01-01 00:00:00
user_1467,A,2024-01-01 00:00:00
user_1467,B,2024-01-01 00:03:00
user_1468,A,2024-01-01 00:00:00
user_1468,B,2024-01-01 00:02:00
user_1468,C,2024-01-01 00:03:00
user_1468,D,2024-01-01 00:06:00
user_1468,E,2024-01-01 00:07:00
user_1468,F,2024-01-01 00:09:00
user_1469,A,2024-01-01 00:00:00
user_1469,B,2024-01-01 00:01:00
user_1470,A,2024-01-01 00:00:00
user_1471,A,2024-01-01 00:00:00
user_1471,B,2024-01-01 00:01:00
user_1472,A,2024-01-01 00:00:00
user_1472,B,2024-01-01 00:02:00
user_1473,A,2024-01-01 00:00:00
user_1474,A,2024-01-01 00:00:00
user_1474,B,2024-01-01 00:02:00
user_1475,A,2024-01-01 00:00:00
user_1476,A,2024-01-01 00:00:00
user_1476,B,2024-01-01 00:01:00
user_1477,A,2024-01-01 00:00:00
user_1478,A,2024-01-01 00:00:00
user_1479,A,2024-01-01 00:00:00
user_1479,B,2024-01-01 00:02:00
user_1480,A,2024-01-01 00:00:00
user_1480,B,2024-01-01 00:01:00
user_1481,A,2024-01-01 00:00:00
user_1481,B,2024-01-01 00:03:00
user_1481,C,2024-01-01 00:04:00
user_1481,D,2024-01-01 00:05:00
user_1481,E,2024-01-01 00:08:00
user_1481,F,2024-01-01 00:11:00
user_1482,A,2024-01-01 00:00:00
user_1482,B,2024-01-01 00:01:00
user_1483,A,2024-01-01 00:00:00
user_1484,A,2024-01-01 00:00:00
user_1484,B,2024-01-01 00:02:00
user_1485,A,2024-01-01 00:00:00
user_1485,B,2024-01-01 00:02:00
user_1486,A,2024-01-01 00:00:00
user_1486,B,2024-01-01 00:02:00
user_1487,A,2024-01-01 00:00:00
user_1487,B,2024-01-01 00:03:00
user_1487,C,2024-01-01 00:06:00
user_1487,D,2024-01-01 00:07:00
user_1487,E,2024-01-01 00:10:00
user_1487,F,2024-01-01 00:12:00
user_1488,A,2024-01-01 00:00:00
user_1488,B,2024-01-01 00:03:00
user_1489,A,2024-01-01 00:00:00
user_1489,B,2024-01-01 00:02:00
user_1490,A,2024-01-01 00:00:00
user_1490,B,2024-01-01 00:02:00
user_1491,A,2024-01-01 00:00:00
user_1491,B,2024-01-01 00:01:00
user_1492,A,2024-01-01 00:00:00
user_1493,A,2024-01-01 00:00:00
user_1494,A,2024-01-01 00:00:00
user_1494,B,2024-01-01 00:01:00
user_1494,C,2024-01-01 00:04:00
user_1494,D,2024-01-01 00:06:00
user_1494,E,2024-01-01 00:09:00
user_1494,F,2024-01-01 00:10:00
user_1495,A,2024-01-01 00:00:00
user_1495,B,2024-01-01 00:02:00
user_1495,C,2024-01-01 00:04:00
user_1496,A,2024-01-01 00:00:00
user_1496,B,2024-01-01 00:02:00
user_1496,C,2024-01-01 00:05:00
user_1496,D,2024-01-01 00:07:00
user_1496,E,2024-01-01 00:09:00
user_1496,F,2024-01-01 00:11:00
user_1497,A,2024-01-01 00:00:00
user_1497,B,2024-01-01 00:02:00
user_1498,A,2024-01-01 00:00:00
user_1498,B,2024-01-01 00:02:00
user_1498,C,2024-01-01 00:05:00
user_1499,A,2024-01-01 00:00:00
user_1499,B,2024-01-01 00:03:00
user_1500,A,2024-01-01 00:00:00
user_1500,B,2024-01-01 00:03:00
user_1501,A,2024-01-01 00:00:00
user_1501,B,2024-01-01 00:02:00
user_1502,A,2024-01-01 00:00:00
user_1502,B,2024-01-01 00:02:00
user_1503,A,2024-01-01 00:00:00
user_1503,B,2024-01-01 00:03:00
user_1504,A,2024-01-01 00:00:00
user_1504,B,2024-01-01 00:03:00
user_1505,A,2024-01-01 00:00:00
user_1505,B,2024-01-01 00:01:00
user_1506,A,2024-01-01 00:00:00
user_1506,B,2024-01-01 00:02:00
user_1507,A,2024-01-01 00:00:00
user_1508,A,2024-01-01 00:00:00
user_1508,B,2024-01-01 00:01:00
user_1508,C,2024-01-01 00:04:00
user_1508,D,2024-01-01 00:05:00
user_1508,E,2024-01-01 00:07:00
user_1509,A,2024-01-01 00:00:00
user_1509,B,2024-01-01 00:03:00
user_1509,C,2024-01-01 00:04:00
user_1509,D,2024-01-01 00:06:00
user_1510,A,2024-01-01 00:00:00
user_1511,A,2024-01-01 00:00:00
user_1511,B,2024-01-01 00:01:00
user_1512,A,2024-01-01 00:00:00
user_1512,B,2024-01-01 00:03:00
user_1512,C,2024-01-01 00:05:00
user_1512,D,2024-01-01 00:08:00
